Cust_ID,Name,DOB,Salary,Balance,Loan,Attendant
856,Melanie Ayers,11/25/1990,82690.16,1894.28,27221.38,Currie
857,Christopher Ross,10/22/2001,41102.36,4743.72,28563.62,Marvel
858,Christopher Silva,6/2/1990,91660.95,1308.35,35306.35,Currie
859,Gloria Torres,5/21/1957,91029.05,3482.25,49844.25,Currie
860,Carl Garcia,6/9/2004,32047.31,3524.47,2648.55,Marvel
861,Michael Johnson,5/30/1957,87807.17,1634.88,4196.4,Currie
862,Katherine Thomas,11/10/1967,39020.89,1961.38,4819.55,Ivy
863,Joshua Little,10/18/1993,53458.32,4256.59,37405.98,Marvel
864,Holly Williamson,11/11/1998,82045.58,3928.12,7681.34,Marvel
865,Mitchell Walsh,2/28/1986,41253.19,1980.93,31500.14,John
866,Nicole Hill,3/23/1977,87257.69,2902.8,16908.78,John
867,Aaron Wright,12/31/2004,88249.39,777.56,23408.68,Marvel
868,Mary Lane,5/1/1949,65522.74,1439.36,11567.49,Marvel
869,Taylor Kemp,2/16/1982,30447.01,2686.19,43439.22,Marvel
870,Scott Campbell,9/16/2001,50092.67,886.88,29721.37,Ivy
871,Lisa Petersen,1/1/1995,73184.88,4295,47283.6,John
872,Robert Smith,5/26/1977,98683.03,3731.03,29155.22,Ivy
873,Tammy Yates,6/20/1987,74226.95,4746.35,7071.49,Ivy
874,Heather Gay,12/29/1987,48186.25,3620.6,9372.65,Currie
875,Thomas Jenkins,5/6/2001,74380.4,4731.81,49464.62,Ivy
876,Derrick Giles,3/4/1952,67798.98,2995.31,36552.69,Ivy
877,William Cortez,11/15/1975,84589.18,3200.98,3414.66,Currie
878,Jessica Reynolds,12/27/1964,37488.64,4896.37,35485.27,Currie
879,Jesse Martinez,11/7/1948,83271.95,3389.58,21196.48,Currie
880,John Smith,7/12/1994,67888.66,638.54,16053.21,Marvel
881,Mr. Terry Wilson,5/6/1999,97409.44,3757.11,8548.98,Ivy
882,Molly Knox,1/5/1961,53931.05,4574.61,42155.29,Currie
883,Ian Jones,10/31/1974,74283.53,4080.11,4128.23,John
884,Nancy Sloan,8/12/1999,95241.97,3127.25,15201.94,John
885,Janice Casey,4/12/1982,37175.68,3520.87,16012.76,John
886,Gary Andrade,2/29/1964,95605.99,4955.86,8884.36,John
887,Dylan Davis,12/30/1963,78152,907.98,25901.06,Marvel
888,Jon Montgomery,6/16/1980,34748.59,3502.6,1573.43,John
889,David Walker,4/3/1945,51067.45,1775.29,15747.8,Ivy
890,Heather Smith,12/28/1952,79572.05,3380.41,46747.84,Ivy
891,Richard Vaughn,7/24/1957,34714.54,3234.31,16215.95,Ivy
892,Lindsey Heath,11/6/1952,70751.93,1190.56,18662.51,John
893,Eileen Mccarthy,7/9/1975,54211.81,1430.36,24185.09,Ivy
894,Tonya Berry,11/6/1997,73464.09,3297.33,28522.98,Ivy
895,Emily Hunter,4/26/1946,33201.94,1077.03,40626.72,Currie
896,Vincent Miller,9/14/1945,91007.58,1693.31,10325.74,John
897,Jay Thomas,10/8/1964,98144.23,4258.6,43715.57,John
898,Marcus Barnes,11/25/1976,97821.45,1971.91,38119.92,John
899,Tracey Reyes,8/29/1997,82475.63,2696.27,36409.87,John
900,Sarah Douglas,8/7/1953,39106.04,4735.13,5253.42,John
901,Patrick Gibson,8/16/1972,83078.42,1522.17,2060.39,Marvel
902,Robert Andrade,2/28/1943,31721.08,2253.32,30106.62,John
903,Lisa Ortega,3/5/2004,31548.65,3229.06,43293.56,Ivy
904,Gregory Harris,3/21/1998,52652.72,3899.03,29637.63,Currie
905,Daniel Curtis,3/22/1993,64205.02,4557.44,11448.51,Marvel
906,Denise Ramos,9/1/1993,83928.52,4619.63,5435.47,Marvel
907,Mallory Watson,1/2/1966,77830.68,3994.88,35280.23,Marvel
908,Matthew Ellis,10/4/1951,61213.19,1527.49,36366.74,Marvel
909,Kathleen Carroll,11/19/1987,49153.87,611.64,9454.05,John
910,Jeffery Thompson,12/2/1960,99798.72,2226.98,2381.33,John
911,Michael Young,2/28/1956,59832.69,1136.97,21005.89,Ivy
912,Eric Aguilar,2/13/1973,61597.09,3696.74,29553.22,Currie
913,Keith Rice,10/30/2001,41453.67,3475.09,35594.12,Ivy
914,Cheyenne Guerra,7/1/2001,85636.67,697.87,40687.31,Ivy
915,Jacob Dunn,10/9/1950,78557.76,4264.67,30916.33,Ivy
916,Ruth Gomez,1/7/1972,45453.87,1619.34,6433.15,Marvel
917,Kevin Wilson,8/9/1971,35766.67,2445.02,34446.5,Currie
918,Kevin Wood,10/19/1954,77634.95,3505.7,49224.66,Marvel
919,Frederick Hernandez,2/28/1986,75815.78,2432.38,45373.64,Ivy
920,Nicole Chen,5/4/1993,49128.17,2485.8,43711.78,John
921,Bruce Chavez,1/4/1995,96560.45,795.33,15806.34,John
922,Walter Roberts,1/10/2000,40574.05,2306.5,37788.62,Currie
923,Kimberly Brown,2/7/1976,60263.44,3941.82,42704.07,Ivy
924,Carl Valdez,6/24/1983,96053.11,4618.29,34237.98,John
925,John Long,10/11/1999,59380.91,2360.74,13277.53,Marvel
926,Stephen Trujillo,9/24/1996,74696.82,2406.14,47737.86,Marvel
927,Eileen Welch,7/31/1955,57831.61,3661.82,23090.15,Marvel
928,Kristi Moore,11/2/2003,49195.06,4742.47,7360.47,Marvel
929,Barry Murray,8/11/1969,98878.44,1701.77,6379.12,Marvel
930,Shannon Jenkins,5/10/2002,58653.38,2480.65,32728.43,John
931,Jose Garcia,12/19/2001,92586.94,4081.88,22447.77,Currie
932,Leslie Pittman,8/24/1990,46096.82,3243.62,5629.71,Marvel
933,Christian Hubbard,1/29/1954,44917.33,997.64,37277.86,Ivy
934,Amanda Hill,5/9/1976,32179.39,3324.8,40166.93,Currie
935,Carolyn Coleman,5/23/1999,75616.68,1340.36,36545.37,John
936,Brittney Alexander,3/25/1991,55796.84,2795.97,10910.78,Marvel
937,Russell Nicholson,3/21/1974,90505.08,2880.96,34799,Marvel
938,Megan Wright,1/1/1979,63124.69,4442.92,1525.42,John
939,Diamond Green,1/13/1960,97773.54,2581.22,15950.49,Ivy
940,Vicki Little,9/9/1943,42986.79,1757.49,20542.26,Ivy
941,Jonathan Thomas,6/8/1996,90803.62,1539.35,41927.1,Marvel
942,Fernando Webb,3/24/1959,84361.78,4434.13,20129.32,John
943,Richard Goodman,6/24/2001,83964.53,1269.55,1552.2,John
944,Megan Griffin,2/7/1944,89134.83,2416.41,18264.97,Currie
945,Catherine Mcdaniel,1/22/1948,83271.68,1342.28,25447.28,John
946,Dawn Villanueva,10/27/1944,73835.42,3979.87,47501.23,Ivy
947,Mercedes Atkins,11/11/1948,39187.14,2634.68,47110.68,Ivy
948,Jennifer Ramirez,7/29/1950,32276.83,2080.15,9862.83,John
949,Miss Lauren Cantu PhD,5/25/1961,94459.35,2124.95,10072.18,Currie
950,Rachel Henderson,8/5/1972,73165.52,4334.96,9005.69,John
951,Robert Decker,5/29/1957,85757.61,2991.98,39657.17,Ivy
952,Barbara Edwards,10/27/1986,63706.56,3730.41,1295.08,John
953,Nicole Andrews,5/15/1949,38211.57,4536.67,7231.68,John
954,Nicholas Hurst,5/8/2003,38763.01,4557.84,27360.02,Ivy
955,Derrick Thomas,7/16/1950,77989.57,1978.29,13130.54,Currie
956,Ian Crawford,5/19/2001,60121.41,4786.03,5525.47,Ivy
957,Pamela Mitchell,7/21/1959,44036.73,611.94,18634.02,Marvel
958,Nicole Molina,11/19/1998,64411.62,2195.76,14436.17,John
959,Alexander Flores,6/30/1958,34494.63,4531.09,26044.11,Ivy
960,Brandi Krueger,3/21/1948,70738,1735.87,48982.45,John
961,Amber Austin,11/4/2002,48829.54,1728.87,7090.93,Ivy
962,Gerald Morgan,4/12/1947,85829.14,1861.8,19263.61,Marvel
963,David Baldwin,5/9/1944,51725.34,3255.41,46667.27,Ivy
964,Samantha Daniel,5/26/1977,61865.41,2472.5,43966.78,Currie
965,Sarah Thomas,5/6/1983,30813.44,3770.31,20319.28,Marvel
966,Kevin Hood,11/17/1954,35071.28,4527.1,35248.71,Currie
967,Julian Mason,12/8/1945,57474.55,3533.9,5304.99,Ivy
968,Victoria White,4/5/2003,63595.72,1420.1,35914.51,Marvel
969,John Smith,2/17/1945,72001.44,4697.07,48670.03,John
970,Jennifer Knight,2/19/2003,50416.38,1690.22,27336.92,Ivy
971,Angela Gomez,1/28/1998,78648.73,1174.52,25426.02,Marvel
972,Matthew Palmer,12/12/1987,90208.57,904.85,10178.61,Ivy
973,Laura Walsh,7/29/1944,84589.57,3035.23,32055.62,John
974,Debbie Nichols,8/29/1974,32773.32,1011.93,29931.43,Ivy
975,Michael Walsh,5/3/1953,63635.49,1124.49,32944.72,Marvel
976,Jared Shelton,5/18/1968,37345.11,1850.14,2278.08,Ivy
977,Michael Sweeney,5/7/1976,46943.15,1767.44,27887.45,Ivy
978,Nancy Barrett,1/1/1951,99066.38,3219.08,30151.81,Currie
979,Erica Kidd,11/10/1986,39974.69,4175.35,11168.98,Ivy
980,Robin Clarke,5/22/1944,64922.17,3926.07,11208.31,Marvel
981,Jorge Mcdonald,8/1/1978,73270.9,1681.18,14534.69,John
982,Madison Craig,12/7/1975,79172.55,1603.9,35874.36,Currie
983,James Stevens,6/24/1967,69175.41,4846.06,30707.04,Marvel
984,Mark Sanchez,1/23/1965,30683.96,537.06,42442.37,Ivy
985,Donald Peterson,12/14/2005,52852.29,4458.74,15487.27,Currie
986,Carlos Walter,3/24/1952,66239.82,1398.78,45691.33,Ivy
987,Sheri Hughes MD,4/30/1985,36150.65,4762.78,37441.6,Marvel
988,Sean Owens,12/2/1954,54543.89,2040.38,20355.57,John
989,Barbara Miller,2/13/1943,32324.22,2481.58,5667.84,Ivy
990,Taylor Contreras,10/19/1965,35500.49,3682.04,13592.2,Ivy
991,Kenneth Nichols,5/26/1969,57784.63,3144.51,47881.64,John
992,Jennifer Ellis,5/21/1978,39290.1,1930.73,16207.81,John
993,Emily Howell,2/24/1945,69727.86,2992.24,17165.15,Marvel
994,Lori Keller,8/31/1995,78262.55,3788.18,10289.86,John
995,Mark Berger,5/16/1969,86041.07,690.51,40535.68,John
996,Jesus Strickland,1/5/1961,44010.52,550.4,14506.57,Marvel
997,Theresa Rodriguez MD,10/17/1964,41723.78,2561.3,17182.65,Currie
998,Steven Marks,1/10/1954,37319.75,1093.26,21303.06,Marvel
999,Leslie Barber,7/4/1967,74550.12,3489.55,22252.69,Currie
1000,Robert Myers,2/16/1962,79453.3,1463.24,21155.7,John
1001,Gary Turner,11/21/1979,32211.03,2447.83,25683.44,Marvel
1002,Kelly White,5/21/1952,95534.86,1389.52,40911.13,Currie
1003,Jennifer French,4/13/1958,33637.99,2968.18,41144.97,Ivy
1004,Ashley Ortiz,8/16/2003,67890.74,1022.24,40117.34,Currie
1005,Ashley Torres,12/8/1961,79634.24,603.98,5955.12,Marvel
1006,Stephen Elliott,3/15/1999,90967.84,730.09,40184.26,Ivy
1007,Richard Bradshaw,12/10/1974,79986.09,4794.16,6892.34,Ivy
1008,Carrie Green,11/3/1997,86120.97,1140.29,7111.46,Currie
1009,Tammy Lopez,6/26/1975,53761.51,3688.15,47445.28,Ivy
1010,David Carroll,7/11/1976,87037.76,805.67,41150.49,Currie
1011,Carlos Calderon,4/17/1983,35608.04,986.72,28068.11,John
1012,Jason Cox,7/28/2004,92637.17,2789.94,43873.54,Currie
1013,Gregory James,6/28/2003,68331.47,2591.92,49478.87,Marvel
1014,Wanda Wright,3/21/1989,87210.84,4782.11,30921.46,Marvel
1015,Michelle Garcia,10/29/1985,61662.28,4751.76,31032.02,Currie
1016,Jennifer Davidson,4/6/1959,75050.44,4008.24,37966.92,John
1017,Candice Holland,11/23/1970,66848.19,3209.46,12374.81,Currie
1018,Daniel Smith,6/30/1980,81211.27,2547.32,9189.12,John
1019,Donald Willis,11/26/1945,35714.1,2102.8,38219.46,Marvel
1020,Danielle Johnson,3/31/1965,34224.65,4761.89,17900.33,Currie
1021,Danny Hall,1/10/1965,47297.23,3213.09,7618.45,John
1022,Thomas Evans,5/3/1984,41168.13,3105.83,16429.01,Currie
1023,Christine Chapman,8/6/1982,91024.85,1543.56,18573.21,John
1024,Kelli Osborne,9/12/2001,45344.98,710.14,48296.16,Ivy
1025,Holly Wells,12/29/1995,98310.57,4753.35,35200.03,Currie
1026,Sonya Snyder,5/2/1956,53582.71,1911.81,27011.96,Currie
1027,Kimberly Wright,9/17/1947,42748.25,2491.65,48474.78,Currie
1028,Edward Cohen,12/9/1996,85278.9,1015.88,45253.85,Marvel
1029,David Scott,4/28/1972,76109.54,4266.16,26088.04,John
1030,Annette Perez,8/3/1998,64873.7,624.34,45378.3,Marvel
1031,Terry Patterson,10/27/1951,68875.45,4252.96,20810.93,Marvel
1032,Cynthia Morse,4/9/1986,80344.12,1131.28,12290.61,Marvel
1033,Thomas Moore,1/11/1947,45991.83,4489.54,12401.23,Marvel
1034,Dwayne Lang,10/4/1961,99743.37,3783.98,33453.46,John
1035,Dawn Fischer,11/27/1978,98235.52,1241.02,25552.45,Marvel
1036,Mark Mcgee,7/11/1965,75522.8,3046.18,33288.59,Marvel
1037,Michael Cunningham,11/8/1959,43967.97,1906.95,34617.72,Marvel
1038,Cory Larson,2/20/1984,77615.98,1302.05,2093.82,Ivy
1039,Jeffrey Branch,2/22/1987,35053.89,4366.32,3647.94,Marvel
1040,Melissa Peck,10/10/1966,32145.68,2315.85,27101.21,Ivy
1041,Patrick Lloyd,10/8/1970,48037.8,2293.45,10360.74,Ivy
1042,Sydney Gallegos,12/29/1956,62383.61,1264.49,31994.15,John
1043,Martin Holland,10/21/1969,90779.08,2223.8,28057.1,John
1044,Rebecca Morrison,6/29/1986,80901.83,4422.28,29702.26,Ivy
1045,Mary Bailey,10/7/1978,81989.46,2134.08,15820.31,John
1046,Cynthia Ruiz,9/28/1981,59784.53,4782.22,32352.33,Marvel
1047,Grant Wilkerson,6/11/1962,54215.45,4758.39,41645.14,Currie
1048,Adam Gomez,3/9/1944,55972.71,1152.04,49905.49,Marvel
1049,Paul Flores,11/24/1986,99135.47,1297.9,42083.77,Currie
1050,Madeline Berger,8/28/1968,32807.64,4382.03,28317.44,John
1051,Harold Campbell,8/23/2003,90692.2,2267.42,10478.05,Ivy
1052,Felicia Reese,4/2/1977,70507.28,519.68,34390.85,Marvel
1053,Brandon Espinoza,12/26/1969,60703.08,1732.42,46945.04,Currie
1054,Anthony Ryan,7/27/1994,80768.04,3189.33,11381.46,Currie
1055,Steven Lee,1/10/1980,64066.83,4096.7,13543.79,John
1056,Willie Collins,8/22/1960,91139.63,1100.25,8301.42,Currie
1057,Amanda Benjamin,2/2/1993,93049.13,997.44,37099.36,Marvel
1058,Todd Casey,1/8/1978,59520.46,4649.42,20921.51,John
1059,Justin Rivera,10/3/1990,49377.95,3880.17,4072.09,Ivy
1060,Paul Richard,6/6/1995,71464.52,3154.01,43872.55,Marvel
1061,Jacob Campbell,12/26/1990,93865.43,3961.34,28325.92,John
1062,Shelby Lane,5/20/1991,44746.35,2429.84,17223.62,Marvel
1063,Julie Davies,9/9/1994,73607.66,3913.05,17855.17,Currie
1064,Antonio Roman,8/28/1982,74209.22,2173.11,15222.31,Currie
1065,Anna Taylor,7/28/1945,81317.91,1598.43,23318.53,Ivy
1066,Natasha Davis,3/1/1989,39209.74,3780.56,17515.04,Currie
1067,Alexandra Nguyen,12/16/1999,80107.75,2388.53,27849.37,John
1068,Gloria Ward,3/15/1943,93632.28,4916.2,38902.35,Marvel
1069,Michael Strickland,2/24/1982,42577.82,2072.68,34048.6,John
1070,Katie Gallegos,11/24/1979,46628.03,4647.77,15428.39,Currie
1071,Virginia Mcmillan,12/24/1963,97997.66,4698.33,26908.31,Ivy
1072,Paula Ward,9/3/1999,42668.39,1588.34,42166.18,Ivy
1073,David Davis,12/10/1957,89806.96,4092,4342.11,Currie
1074,Frank Frederick,2/2/1999,64459.45,2448.84,4836.57,Marvel
1075,Mark Cameron III,2/26/1957,47306.18,4628.86,28252.33,Ivy
1076,Michael Powell,7/22/2005,90952.49,2525.56,32316.64,Ivy
1077,Patrick Patrick,7/20/1978,61171.37,3849.37,11359.24,John
1078,Erin Gonzalez,6/26/1946,66037.21,2601.35,37515.79,Ivy
1079,Cody Goodwin,6/27/1967,55146.34,1525.1,32666.91,Marvel
1080,David Martinez,12/13/1987,71506.56,1397.08,46241.17,Currie
1081,Charles Day,11/7/1986,41446.67,2414.44,9278.76,Marvel
1082,Justin Harris,1/12/1948,57375.71,3899.73,37817.34,Marvel
1083,Allison Davis,3/6/1997,97858.86,3222.82,5098.51,Marvel
1084,David Barker,9/25/1947,48069.34,3598.83,28699.33,John
1085,Dorothy Garcia,6/17/1996,75971.57,1770.47,28042.86,Ivy
1086,Makayla Jones,4/11/1944,52763.3,2666.46,20030.87,Marvel
1087,Jerry Brown,9/13/1960,84143.12,699.78,42383.99,Marvel
1088,Anthony Smith,7/14/1980,39161.16,4178.9,1214.16,Currie
1089,Yesenia Fitzgerald,1/19/1967,97887.47,4954.51,26488.79,Marvel
1090,Marissa Martinez,6/4/2004,61765.27,2330.96,11640.52,Ivy
1091,Christopher Wolf,11/16/1992,46523.53,549.34,37431.43,John
1092,Sean Griffith,9/12/2003,35144.77,1264.07,3110.3,Ivy
1093,Gabriella Parker,3/20/1985,41883.05,3436.37,41746.18,Ivy
1094,Amy Harvey,10/23/1963,66384.18,3254.36,42066.52,Currie
1095,Virginia Smith,6/23/1987,53590.22,4045.39,41810.43,Currie
1096,Kathryn Williams,1/12/1978,88021.84,1642.48,8475.86,Marvel
1097,Alicia Golden,1/24/1980,60162.13,3936.34,31889.92,Currie
1098,Jody Martin,10/10/1999,47410,3595.93,1704,John
1099,Kyle Russell,8/9/1986,73200.15,1952.67,42550.17,John
1100,Barbara Williams,7/7/1978,79474.41,2954.7,36425.78,Currie
1101,John Harvey,5/25/2005,41692.93,1162.73,27026.53,Marvel
1102,Joel Henry,3/26/1960,41733.35,2536.54,36798.98,Ivy
1103,Alex Kelly,10/26/1973,32567,4465.39,5621.88,Ivy
1104,Jessica Warren,9/23/1970,81548.14,2395.36,26904.14,Ivy
1105,James Ross,1/9/1982,76466.32,4278.05,15272.55,Ivy
1106,Melanie Mays,12/13/1979,63224.16,3156.14,48658.35,Ivy
1107,Brandi Torres,6/24/1968,89091.93,1363.45,42998.78,John
1108,Michael Webb,8/31/1955,86396.91,3114.98,36930.51,Marvel
1109,Julie Morrison,8/31/1995,70974.81,2776.92,46753.63,Currie
1110,Leslie Johnson,9/23/1986,90778.99,2293.89,17995.32,Currie
1111,David Anthony,8/18/1953,44408.88,1038.34,45143.12,Ivy
1112,Paula Sparks,4/19/1973,37834.37,2375.19,16936.67,Currie
1113,Judy Castro,9/8/1997,48882.47,827.43,36907.04,John
1114,Brandon Walker,4/30/1992,33996.08,944.46,37084.43,Currie
1115,Daniel Collins,9/16/1988,67181.87,2371.62,1899.14,Ivy
1116,Stephen Bennett,2/12/1994,95562.4,1874.22,18691.93,Ivy
1117,Kevin Jones,7/1/2002,32754.05,4664.95,1952.2,John
1118,Terry Mercer,5/4/1959,38547.69,2190.68,49857.51,Currie
1119,Randy Mosley,7/22/1961,61653.93,3910.36,6987.64,Marvel
1120,Anthony Love,3/11/1989,95371.25,2886.11,27597.73,Marvel
1121,Michael Bennett,10/8/1950,52130.93,3668.39,39737.26,John
1122,Mr. Jason Garcia,3/16/1959,65506.44,1670.52,10861.92,John
1123,Phillip Hall,8/21/1972,32910.1,4738.57,24767.58,Ivy
1124,Melanie Price,10/27/1981,40384.02,2885.4,30764.01,John
1125,Melissa Arellano,9/1/1954,99064.11,4240.96,8850.03,Marvel
1126,Joshua Gonzalez,7/15/2003,97558.31,2142.71,39149.22,John
1127,Austin Haley,5/19/1990,30345.8,950.95,15667.49,Marvel
1128,Michael Smith,10/22/1957,96626.82,3531.7,11340.13,Currie
1129,Eric Evans,9/24/2004,74738.4,534.92,28356.15,Ivy
1130,Anthony Flores,7/25/1979,90754.28,2638.82,21105.37,John
1131,Bryan West,9/12/1988,61831.79,1367.61,46094.01,Marvel
1132,John Stewart,5/24/1990,66091.72,3323.19,44123.07,John
1133,Gloria Long,4/5/1962,64219.26,4907.39,24684.18,Marvel
1134,Christina Blanchard,1/10/1985,76680.5,2589.81,18603.92,John
1135,Christian Parks,7/26/1951,39775.59,4178.74,16950.38,Marvel
1136,Michele Cruz,4/20/1970,32098.15,2785.03,14110.62,John
1137,Miguel Nelson,10/14/1995,51555.1,2731.28,27682.84,Marvel
1138,Justin Horton,6/7/1955,79327.65,4686.91,40443.95,Currie
1139,Shawn Davis,3/7/1974,44129.74,4504.85,16227.07,John
1140,Holly Barrera,5/31/2005,77140.27,4036.1,10314.61,Marvel
1141,Edward Rose,3/2/1983,97893.84,1833.15,24298.71,John
1142,Taylor Hayes,1/18/1997,36573.05,2952.54,4382.69,John
1143,Mindy Jarvis,1/26/1977,77082.15,1507.54,35362.67,Ivy
1144,Jessica Shaw,9/12/1996,61062.52,2497.63,26399.56,Currie
1145,Joanna Chapman,7/23/1965,90769.96,2678.96,25322.37,Ivy
1146,Carmen Cook,7/28/1984,42400.49,4242.38,15721.82,John
1147,Lisa Clark,6/12/1957,78483.82,4532.13,45329,John
1148,Aaron Alvarez,5/28/1985,88668.07,2365.79,5433.83,Marvel
1149,Suzanne Edwards,4/1/1975,96123,579.67,43621.38,Currie
1150,William Stewart,6/22/1954,77827.36,4377.98,19458.55,John
1151,Jared Hunter,6/17/2002,64802.23,1284.25,44150.55,Marvel
1152,Walter Anderson,2/17/1945,73249.31,3298.47,36709.31,Currie
1153,Roberto Fleming,10/3/1970,90823.35,612.37,6104.37,Ivy
1154,Michael Cowan,12/17/1971,69942.68,2297.78,41745.28,Currie
1155,William Black,3/10/1944,32127.09,4936.82,34426.66,Ivy
1156,Victoria Edwards,1/24/1957,95166.41,953.12,2582.79,Currie
1157,Karen Velez,12/9/1945,78266.87,2406.62,7551.43,Currie
1158,Russell Brown,3/3/1993,77355.94,1882.17,32145.77,Marvel
1159,William Forbes,2/13/1965,45097.26,4572.9,33467.42,Ivy
1160,Olivia Buckley,5/31/1963,76121.98,4412.03,37585.92,John
1161,Julia Mueller,12/20/1968,57570.51,1569.64,36292.02,Marvel
1162,Chelsea Walton,7/29/1990,75586.31,865.35,33316.48,John
1163,Amy Hobbs MD,1/5/1977,37461.51,3322.12,38545.71,John
1164,Kathy Vargas,8/24/1993,76049.17,2013.66,29179.2,Ivy
1165,Sean Jackson,8/25/1949,99958.96,3524.38,13778.78,John
1166,Tanya Smith,7/15/1956,33374.84,644.54,45706.45,Marvel
1167,Christina Freeman,9/3/1954,98402.19,1100.3,1892.49,Marvel
1168,Stephanie Ortiz,7/1/1978,58483.56,3588.68,18961.52,John
1169,Laura Dixon,5/28/1953,90952.74,1455.67,36714.64,Currie
1170,Wendy Lynn,12/13/1960,84766.98,4359.14,21930.65,Currie
1171,Steven Fowler,7/12/2001,69691.14,763.66,2216.89,Ivy
1172,Martha Turner,2/4/1966,81691.44,1469.67,4233.06,Currie
1173,Sarah Harris,11/29/1980,91496.09,4993.52,32783.23,Ivy
1174,Mary Johnson,10/25/1992,58289.82,2448.84,48278.37,Marvel
1175,Tommy Chan,4/2/1983,52892.32,3663.35,28041.32,Currie
1176,Kevin Gardner,8/6/1969,76731.54,1321.98,25831.13,Currie
1177,Lauren Richardson,10/31/1957,86549.22,3244.41,16597.94,Marvel
1178,Ronald Wells,2/18/1945,83359.96,3767.48,13577.84,Marvel
1179,Angela Flores,4/4/1977,85846.96,1915.14,2028.26,Currie
1180,Matthew Morgan,4/1/1999,60490.83,4230.04,14374.79,Ivy
1181,Brandy Webb,9/17/1951,87248.4,3215.38,23006.41,Ivy
1182,Ryan Long,3/11/1953,38414.63,2251.05,10699.54,Marvel
1183,Michael Cobb DDS,9/7/1987,68114.24,3009.39,5280.05,Marvel
1184,Brandy Adams DDS,5/5/1982,30403.11,3095.42,36168.67,John
1185,Brandi Mcgee,8/5/1949,52721.01,1244.91,44836.39,Ivy
1186,Nicole Wright,1/17/1985,55652.31,2312.3,46901.83,Marvel
1187,Barbara Blevins,12/4/1946,57732.09,2045.44,31281.94,Marvel
1188,Brian Powell,12/30/1996,78682.7,2304.06,3585.95,John
1189,Sara Williams,5/13/1978,57199.07,3925,37302.27,John
1190,Steve Walters,10/20/1965,61408.55,2671.42,6394.67,John
1191,Ashley Stewart,8/13/1948,46628.09,4731.42,33817.66,John
1192,Nancy Mcgee,1/11/1950,56127.63,1821.54,39188.93,Ivy
1193,Alyssa Ibarra,2/17/1943,45908.87,2370.67,36567.37,Currie
1194,Frank Bryant,9/12/1997,35123.71,4041.31,47642.31,Marvel
1195,Nicholas Ford,8/23/1969,72241.4,2957.11,37169.17,Ivy
1196,Donald Wagner,3/7/1996,76774.9,2961.63,34967.28,Marvel
1197,Kyle Robinson,6/17/2005,73364.32,740.03,13825.42,Currie
1198,Christine Alexander,3/31/1948,62444.58,2293.7,46313.67,Currie
1199,Michael Alvarez,10/15/1990,56585,1718.3,9797.65,Ivy
1200,Michael Hudson,5/18/1975,90433.36,4997.01,45339.93,Ivy
1201,Laurie Dunlap,7/30/1961,66335.72,1887.6,16320.46,Marvel
1202,Shelly Stafford,4/9/1953,63542.73,4480.23,7378.02,John
1203,Victor Thornton,1/3/1950,31794.94,3543.05,41507.47,John
1204,Dr. Andrea Barrett MD,8/25/1999,53887.35,2034.12,1122.28,Marvel
1205,Michael Arnold,6/20/1989,56613.69,2945.9,41772.33,Ivy
1206,Michelle Stanley,5/24/1975,57917.59,4282.41,13853.28,John
1207,Kimberly Miller,11/21/2003,70612.07,4475.16,44351.34,Currie
1208,Alexis Ortega,1/11/1953,67352.18,1221.77,34882.48,Currie
1209,Ashley Wilkerson,9/10/1961,72553.36,2028.08,33642.98,Currie
1210,Shirley Stevenson,3/6/1951,83541.83,2008.5,18900.66,Marvel
1211,Jason Castillo,7/20/1973,86909,689.2,3910.75,Ivy
1212,Mario Joyce,7/28/1968,80268.62,3192.07,41673.58,Marvel
1213,Morgan Lester,1/6/1992,96886.66,4346.69,9374.29,Marvel
1214,Carol Smith,5/22/1943,31276.28,2217.08,19240.67,Marvel
1215,Christina Ross,6/11/1960,43704.46,3830.16,30417.38,John
1216,Christopher Cameron,6/27/1975,30529.4,3324.65,24630.43,Currie
1217,Kurt Davis,4/17/1964,75323.23,2190.42,10734.37,Ivy
1218,Emily Dyer,10/25/2003,92862.14,1134.77,7890.2,Marvel
1219,Edward Medina,6/24/1943,47043.76,3691.96,7039.07,Currie
1220,Kristy Santos,3/23/1965,94892.42,4345.54,43287.39,Ivy
1221,Veronica Harper,9/28/1972,34218.72,3586.35,2546.42,John
1222,Timothy Vaughn,8/18/1946,95410.52,580.45,48873.7,Marvel
1223,Kimberly Garza,3/27/1944,54613.59,1473.05,10727.91,Marvel
1224,Jeremy Rodgers,4/30/1946,37099.46,812.66,6405.79,Ivy
1225,Bradley Warren,7/19/1984,64011.02,3066.74,29271.61,Marvel
1226,Justin Park MD,11/4/1954,47974.36,3904.15,4919.31,Currie
1227,Christina Rodgers,5/12/1966,49941.1,997.61,30520.21,Currie
1228,Carlos Chavez,9/9/1999,51510.3,4272.52,42680.71,Marvel
1229,Veronica Foster,4/23/1975,86211.81,2999.79,3347,Marvel
1230,Jennifer Patton,2/24/1979,67741.29,3604.86,40193.56,Ivy
1231,Donna Floyd,1/27/1987,51791.54,4871.31,20329.39,Currie
1232,Stephanie Garza,1/4/1956,72723.36,876.56,8815.04,Marvel
1233,Chelsea Jimenez,8/16/1946,80130.55,4555.51,9628.73,Ivy
1234,Melanie Skinner,11/1/1955,49083.68,1067.46,46019.46,Ivy
